id	reads	len	cov
SRR341658_C829946	33474	84267	39.72
SRR413678_scaffold90630	14968	37649	39.75
SRR5935744_C652793	5774	14524	39.75
SRR5950649_C487680	13706	34474	39.75
SRR5935824_C578589	725	1823	39.76
SRR5935829_C588720	1688	4240	39.81
SRR5946802_C290446	434	1090	39.81
SRR413771_C855858	3022	7586	39.83
SRR5946929_C620003	3033	7612	39.84
SRR5935976_C418145	6269	15729	39.85
SRR5936150_C203427	10007	25102	39.86
SRR5936002_C409138	779	1951	39.92
SRR5936013_C760829	925	2317	39.92
SRR5936227_C494005	1373	3436	39.95
SRS013687_Baylor_scaffold_54985	13964	34949	39.95
SRR5935990_C262023	1574	3936	39.98
SRS077730_LANL_scaffold_22802	5614	14039	39.98
SRR413746_scaffold23642	4196	10491	39.99
SRR5947009_C303434	1812	4530	40.00
SRR5950494_C227801	6547	16357	40.02
SRR5935740_C671778	6030	15053	40.05
C2712734	803	2004	40.06
SRS062520_LANL_scaffold_63	11259	28082	40.09
C3013345	466	1161	40.13
SRR5935925_C710115	1734	4320	40.13
SRS017821_Baylor_scaffold_20533	11874	29584	40.13
C2209444	9798	24393	40.16
SRS016203_WUGC_scaffold_7827	3218	8012	40.16
SRR5950627_C276489	10554	26264	40.18
SRR341709_C1030755	912	2268	40.21
C3227444	1548	3848	40.22
SRR5946901_C215990	807	2006	40.22
SRS047014_WUGC_scaffold_73533	1199	2981	40.22
SRR5950670_C217882	20924	51951	40.27
SRR5946725_C344721	2413	5981	40.34
SRR5946623_C634374	3760	9318	40.35
SRR413616_C748024	25404	62932	40.36
SRR5946990_C322891	5759	14266	40.36
SRR5950503_C599439	2707	6706	40.36
SRR5946673_C167296	4532	11221	40.38
SRR413750_C492972	1775	4394	40.39
SRR5946788_C582042	7308	18090	40.39
SRR5950740_C511844	1995	4935	40.42
SRR413565_scaffold37388	3927	9708	40.45
SRR5935900_C332151	713	1761	40.48
SRR5946950_C236358	15460	38133	40.54
SRR5950672_C452260	1779	4383	40.58
SRR5935985_C381108	1754	4320	40.60
SRR5946704_C668798	2742	6753	40.60
SRS052697_LANL_scaffold_26371	10407	25626	40.61
SRR5946679_C293824	5511	13567	40.62
SRR5946691_C623689	2758	6789	40.62
SRR5935943_C155060	6004	14777	40.63
SRS015133_WUGC_scaffold_40856	4437	10918	40.63
SRR5935813_C628059	9174	22571	40.64
SRR5936133_C370237	1189	2923	40.67
SRR5935979_C256694	4287	10525	40.73
SRS024009_Baylor_scaffold_14833	970	2381	40.73
SRR5935909_C521149	1785	4379	40.76
SRR5946627_C214222	4203	10310	40.76
SRR341599_C528168	1067	2615	40.80
SRR413676_C873924	13750	33700	40.80
SRR5935943_C155048	5866	14370	40.82
SRR5950746_C279617	3357	8212	40.87
SRR341637_C435721	605	1477	40.96
SRR413739_C701756	17726	43252	40.98
SRR5946692_C821939	3491	8515	40.99
SRR5950498_C443544	6133	14956	41.00
SRR5950652_C470711	707	1722	41.05
SRS023604_Baylor_scaffold_9683	11848	28861	41.05
SRR5950644_C393631	420	1022	41.09
SRR5950517_C453737	3750	9120	41.11
SRR5950497_C317107	2448	5953	41.12
SRR5946675_C550515	1426	3467	41.13
SRR5935848_C851758	959	2331	41.14
SRR5936230_C615383	4031	9794	41.15
SRS016335_WUGC_scaffold_40140	2162	5248	41.19
SRS015190_WUGC_scaffold_24113	26872	65199	41.21
SRR341584_C461075	3575	8665	41.25
SRR5950510_C468264	2006	4847	41.38
SRS019582_WUGC_scaffold_92436	4029	9733	41.39
SRR5936013_C764081	1694	4089	41.42
SRR5946976_C723626	2022	4881	41.42
SRR5950786_C259694	1046	2525	41.42
SRR5946605_C244440	1772	4267	41.52
SRR5947065_C559800	7012	16887	41.52
SRR5947010_C373508	4944	11902	41.53
SRR413747_C666850	1845	4440	41.55
SRS018817_WUGC_scaffold_21233	1554	3740	41.55
SRR5950490_C342165	7668	18433	41.59
SRS013951_WUGC_scaffold_68309	12590	30253	41.61
SRS024075_LANL_scaffold_16737	18022	43273	41.64
SRR5946931_C472686	16723	40149	41.65
SRS024075_LANL_scaffold_24173	23044	55284	41.68
SRR413656_C1201397	5318	12754	41.69
SRS011529_WUGC_scaffold_31780	4870	11680	41.69
SRR5946928_C642227	3232	7747	41.71
SRS015960_WUGC_scaffold_31981	3020	7229	41.77
SRR413718_C774634	24053	57560	41.78
SRR5950557_C309029	1003	2400	41.79
SRR5946749_C257666	8016	19164	41.82
SRR5936080_C312516	6387	15255	41.86
SRR5935884_C823647	7710	18406	41.88
SRR5962901_C276527	7491	17881	41.89
SRS014923_WUGC_scaffold_28600	15009	35790	41.93
SRR5947013_C360889	1295	3085	41.97
SRS050925_LANL_scaffold_4584	2490	5916	42.08
SRR5950575_C499508	6197	14719	42.10
SRR5935838_C398484	14441	34292	42.11
SRR5935879_C602576	9755	23163	42.11
SRR341585_C667578	9617	22809	42.16
SRR5946730_C606290	1978	4690	42.17
SRR5946929_C619653	2228	5283	42.17
SRR5935859_C643934	1269	3007	42.20
SRR341675_scaffold44928	1317	3120	42.21
SRR5935912_C292929	1453	3442	42.21
SRR5950564_C326803	588	1393	42.21
SRR5950488_C371224	562	1331	42.22
SRS052697_LANL_scaffold_46449	27307	64668	42.22
SRR413559_C974948	13276	31419	42.25
SRR5935838_C398004	5742	13580	42.28
SRR5946658_C515608	1513	3567	42.41
SRS014235_WUGC_scaffold_52867	9693	22848	42.42
SRS011243_Baylor_scaffold_28409	454	1069	42.46
SRS013687_Baylor_scaffold_54652	3049	7177	42.48
SRR413667_C762190	17395	40938	42.49
SRR5936086_C367175	1987	4675	42.50
SRR5946861_C664790	13818	32506	42.50
SRR413651_C544876	26157	61504	42.52
SRR5947051_C661381	4543	10675	42.55
SRS013951_WUGC_scaffold_28888	6524	15326	42.56
SRR5935796_C677031	5397	12669	42.60
SRR5946925_C551949	492	1153	42.67
SRR5936039_C372383	2334	5467	42.69
SRR5950692_C414067	9701	22718	42.70
SRR413605_scaffold24726	7051	16507	42.71
SRR413686_scaffold68662	1081	2531	42.71
SRR5936193_C703091	1491	3488	42.74
SRR5947039_C520278	1364	3191	42.74
SRS024132_Baylor_scaffold_28934	1164	2719	42.80
SRR5950698_C448881	826	1929	42.82
SRR5936109_C625908	4863	11350	42.84
SRS017433_Baylor_scaffold_15482	1527	3564	42.84
SRS019030_Baylor_scaffold_25813	1486	3467	42.86
SRR413572_C822779	1498	3494	42.87
SRR5946964_C738898	1852	4320	42.87
SRR5947051_C661721	16507	38491	42.88
SRS017433_Baylor_scaffold_19627	6296	14680	42.88
SRR413676_C873822	11560	26952	42.89
SRR341596_C732464	1079	2514	42.91
SRR413702_C971811	2164	5042	42.91
SRR5936146_C106230	9591	22336	42.93
SRR5950667_C425946	3410	7937	42.96
SRR413609_scaffold11392	31784	73953	42.97
SRR5950594_C467857	1856	4317	42.99
SRR5946707_C585401	575	1337	43.00
SRR5946621_C515858	1577	3666	43.01
SRS049164_WUGC_scaffold_37424	9293	21596	43.03
SRR5946654_C369951	4217	9792	43.06
SRR5950339_C170061	475	1103	43.06
SRR413569_C948946	11645	27032	43.07
SRS014979_WUGC_scaffold_10211	11324	26281	43.08
SRR341691_scaffold912	2093	4856	43.10
SRR5935795_C448072	659	1529	43.10
SRR5947086_C557506	1885	4373	43.10
SRS023914_Baylor_scaffold_11213	4322	10021	43.12
SRS023971_Baylor_scaffold_5084	11428	26497	43.12
SRR5950539_C236866	962	2229	43.15
SRR5946771_C266751	10004	23163	43.18
SRR341709_C1041530	10375	24021	43.19
SRR5946699_C583138	12997	30087	43.19
SRR5950737_C233164	1546	3579	43.19
SRR413575_C805106	15404	35648	43.21
SRR5946978_C452542	3200	7402	43.23
SRS014923_WUGC_scaffold_22126	2337	5403	43.25
SRR5950790_C421665	1272	2939	43.28
SRS011586_WUGC_scaffold_11118	971	2243	43.29
SRR5946764_C245982	1410	3256	43.30
SRR5935758_C415092	6469	14936	43.31
SRR5946817_C688865	2564	5920	43.31
SRR341707_C1142828	3703	8544	43.34
SRR5950651_C218688	38174	88079	43.34
SRR5950659_C590529	5074	11703	43.35
SRR413733_scaffold59768	9652	22247	43.38
SRR5935813_C625243	2036	4690	43.41
SRR5946851_C491339	3048	7019	43.42
SRR5946619_C160463	728	1676	43.43
SRR413609_scaffold151	1412	3250	43.44
SRR5936074_C468108	3882	8935	43.44
SRS054956_LANL_scaffold_40945	20893	48084	43.45
SRS015854_WUGC_scaffold_17917	6215	14294	43.47
SRR5946649_C662670	793	1822	43.52
C3003722	1320	3032	43.53
SRR5947029_C172839	897	2060	43.54
SRS013951_WUGC_scaffold_69149	21316	48927	43.56
SRR5950590_C544656	1007	2311	43.57
SRR341618_C592508	2967	6807	43.58
SRS058723_Baylor_scaffold_9593	3541	8121	43.60
SRR413742_C729884	912	2091	43.61
SRR341620_C864717	3387	7764	43.62
SRR5936023_C632746	825	1889	43.67
SRR5946608_C627120	593	1357	43.69
SRR413600_C662849	4700	10750	43.72
SRS015960_WUGC_scaffold_15981	1797	4108	43.74
SRR5946729_C210076	2381	5442	43.75
SRS048164_WUGC_scaffold_8644	49102	112161	43.77
SRR5946839_C305412	662	1512	43.78
SRR5936054_C393016	854	1948	43.83
SRS019030_Baylor_scaffold_32715	9653	22021	43.83
SRS019030_Baylor_scaffold_39506	14122	32208	43.84
SRR5946909_C272195	1918	4374	43.85
SRS015065_WUGC_scaffold_2517	1051	2395	43.88
SRR5935889_C596203	1616	3676	43.96
SRR5946694_C422328	908	2064	43.99
SRR413659_C792130	3998	9082	44.02
SRS064774_LANL_scaffold_61312	25966	58975	44.02
SRR5935910_C473456	729	1655	44.04
SRS065504_LANL_scaffold_31136	1798	4081	44.05
SRS015065_WUGC_scaffold_1406	1893	4296	44.06
SRR5935944_C624310	3888	8820	44.08
SRR5950713_C493316	3945	8935	44.15
SRR5935761_C305492	2228	5042	44.18
SRR5950568_C438936	2250	5091	44.19
SRS019582_WUGC_scaffold_22156	13669	30904	44.23
SRR5947088_C253248	8933	20185	44.25
SRS050752_LANL_scaffold_38455	1819	4107	44.29
SRR5946978_C451578	2033	4587	44.32
SRS015782_WUGC_scaffold_28901	1661	3746	44.34
SRR5935782_C261871	4341	9774	44.41
SRR5946820_C499097	10275	23129	44.42
SRR5950668_C327890	9765	21981	44.42
C2137363	2417	5440	44.43
SRR5947064_C269332	5576	12550	44.43
SRR5935837_C543653	2156	4851	44.44
C3640976	1604	3608	44.45
SRR5935817_C437200	13442	30236	44.45
SRR5946663_C525037	545	1226	44.45
SRS012273_Baylor_scaffold_8246	6126	13761	44.51
SRR341723_C402356	2234	5017	44.52
SRS052027_LANL_scaffold_25763	21376	48008	44.52
SRR5947014_C344313	499	1120	44.55
SRR5935820_C676075	6312	14156	44.58
SRS050925_LANL_scaffold_26464	16322	36600	44.59
SRR5950576_C301262	2417	5417	44.61
SRS015960_WUGC_scaffold_18811	3715	8327	44.61
SRR413620_C591516	22994	51532	44.62
C3549465	968	2168	44.64
SRR5935853_C164059	13036	29179	44.67
SRR5946653_C447219	3781	8463	44.67
SRR5950490_C342305	10696	23941	44.67
SRR341686_C507018	1511	3380	44.70
SRR5935792_C360975	886	1982	44.70
SRS016541_Baylor_scaffold_5878	3806	8513	44.70
SRS024331_LANL_scaffold_43108	11454	25598	44.74
SRR5946945_C463834	1852	4137	44.76
SRR5946749_C253282	1038	2317	44.79
SRR5935974_C346331	889	1983	44.83
SRR5936133_C368779	904	2016	44.84
SRR5935754_C550010	4250	9468	44.88
SRR5935851_C299001	1440	3208	44.88
SRR5936196_C238961	764	1702	44.88
SRS016086_WUGC_scaffold_26885	7243	16127	44.91
SRR5935999_C417546	1751	3898	44.92
SRR5936108_C360272	2079	4628	44.92
C3377041	2585	5753	44.93
SRR5935808_C388875	5392	11989	44.97
SRR413612_C1270885	4181	9291	45.00
SRR5947029_C176107	1618	3592	45.04
SRR5946796_C294949	12437	27606	45.05
SRR5946672_C411339	17159	38039	45.10
SRR5946914_C460268	2167	4803	45.11
SRS011405_WUGC_scaffold_25678	1841	4081	45.11
SRR5936106_C586602	732	1622	45.12
SRR5947022_C401638	767	1699	45.14
SRR5950687_C485945	1053	2332	45.15
SRS058770_LANL_scaffold_26875	14996	33210	45.15
SRR5946808_C309710	910	2012	45.22
SRS048870_WUGC_scaffold_49190	18051	39896	45.24
SRR5946878_C356153	1555	3436	45.25
SRS017307_Baylor_scaffold_9532	13792	30478	45.25
SRR413592_scaffold7781	8328	18378	45.31
SRR5936080_C311662	3184	7026	45.31
C2704703	766	1690	45.32
SRR341688_C524217	19368	42724	45.33
SRR5935803_C781552	7688	16957	45.33
SRR5950653_C238847	876	1929	45.41
SRR5950596_C298553	17305	38080	45.44
SRR413676_C846775	450	990	45.45
SRR5935944_C623252	2075	4565	45.45
SRS018656_WUGC_scaffold_12283	386	849	45.46
SRR5936052_C421022	13834	30417	45.48
SRR5936057_C251309	13498	29660	45.50
SRR5950716_C261616	2055	4513	45.53
SRR413588_C628247	1532	3362	45.56
SRS016954_Baylor_scaffold_29361	4446	9757	45.56
SRR413653_C838364	2120	4649	45.60
SRR5946648_C319179	4168	9130	45.65
SRS017307_Baylor_scaffold_30143	5842	12780	45.71
SRS016018_WUGC_scaffold_5573	8892	19433	45.75
SRS018300_Baylor_scaffold_9557	1480	3234	45.76
SRR413583_C873321	3929	8580	45.79
SRR413751_C1171085	2203	4805	45.84
SRR5946805_C534866	2956	6443	45.87
SRR413764_C881413	770	1678	45.88
SRR5946789_C404359	2008	4375	45.89
SRR5935748_C616941	3707	8076	45.90
SRS015133_WUGC_scaffold_12331	1873	4079	45.91
SRS013800_Baylor_scaffold_15823	5228	11383	45.92
SRR5946904_C291029	706	1536	45.96
SRR5936114_C486807	1332	2897	45.97
SRS019787_WUGC_scaffold_11166	1697	3691	45.97
SRR5936209_C527934	9207	20018	45.99
SRR5935764_C518274	28414	61764	46.00
SRR413665_scaffold32374	8345	18135	46.01
SRR413742_C738264	2625	5705	46.01
SRS015209_WUGC_scaffold_24942	4819	10468	46.03
SRR413590_C429497	23925	51941	46.06
SRR5935823_C259255	2176	4724	46.06
SRR413559_C974988	17527	38027	46.09
SRR5950536_C489255	3920	8505	46.09
SRR413771_C858860	24002	52036	46.12
C2564213	1493	3235	46.15
SRR5950607_C312394	4191	9077	46.17
SRR341670_C1290730	25908	56080	46.19
SRR413718_C767515	952	2061	46.19
SRR5950280_C306917	971	2102	46.19
SRR5950525_C395407	7608	16471	46.19
SRR5946823_C715071	7797	16872	46.21
SRR5946826_C60205	8419	18201	46.25
SRR5935764_C518272	25858	55882	46.27
SRS023914_Baylor_scaffold_34153	5142	11106	46.29
SRR341591_C625773	1549	3342	46.34
SRR5936090_C424281	2021	4361	46.34
SRR5962887_C349813	24711	53323	46.34
SRR413745_C893807	2420	5220	46.36
SRR5936086_C369355	6112	13180	46.37
SRS023352_LANL_scaffold_21098	2771	5973	46.39
SRR5950280_C302419	370	797	46.42
SRR5946648_C318579	2044	4400	46.45
SRR5946929_C620121	4704	10126	46.45
SRR5950665_C221206	2042	4395	46.46
SRR5946955_C642305	1993	4287	46.48
SRR5946792_C387024	5858	12599	46.49
SRR5935992_C445670	477	1025	46.53
SRR5936036_C441063	986	2118	46.55
SRR5936166_C486740	2185	4690	46.58
SRS011271_WUGC_scaffold_27850	16087	34534	46.58
SRR5946613_C566066	2548	5467	46.60
SRR5947027_C519680	2699	5786	46.64
SRR5935863_C316999	2184	4679	46.67
SRR341656_C650121	3707	7941	46.68
SRR5936154_C346728	1140	2441	46.70
SRR5946666_C329969	9316	19945	46.70
SRR5947037_C329108	1028	2201	46.70
SRR413700_scaffold32744	4842	10365	46.71
C2193791	1268	2712	46.75
SRR341681_C327722	7624	16281	46.82
SRR413676_C872854	5410	11548	46.84
SRR5950726_C358068	2185	4663	46.85
SRR5950609_C670940	3970	8469	46.87
SRR5936007_C751716	2194	4680	46.88
SRR5936108_C363572	13165	28081	46.88
SRR5935764_C517422	3376	7194	46.92
SRR5950774_C332921	6118	13027	46.96
C2104122	590	1256	46.97
SRR5935746_C367289	5271	11213	47.00
C3073331	4811	10231	47.02
SRR5947100_C437238	2374	5042	47.08
SRR413563_scaffold12590	616	1308	47.09
SRR413728_scaffold276	23254	49359	47.11
SRR5950717_C555900	1911	4056	47.11
SRS017808_Baylor_scaffold_7236	2456	5212	47.12
SRR5946766_C361982	904	1918	47.13
SRR5947052_C497746	7803	16547	47.15
SRR341672_C190558	4211	8916	47.22
SRS018817_WUGC_scaffold_28899	3273	6929	47.23
SRS042628_WUGC_scaffold_33740	1498	3171	47.24
SRR5946891_C601506	2081	4401	47.28
SRR5950733_C543776	4679	9889	47.31
SRR5950736_C542508	513	1083	47.36
SRR5950771_C341265	939	1982	47.37
SRR5946636_C352260	1939	4092	47.38
SRR5946738_C427476	984	2076	47.39
SRR5935916_C484540	14331	30222	47.41
SRR5946861_C664748	10782	22734	47.42
SRS023914_Baylor_scaffold_19758	651	1372	47.44
SRS014923_WUGC_scaffold_56344	11150	23473	47.50
SRS050422_LANL_scaffold_95223	89127	187622	47.50
SRR5935907_C370228	1810	3808	47.53
SRR5946621_C516546	2120	4457	47.56
SRR5936120_C418192	3578	7520	47.57
SRR5950522_C735233	11408	23972	47.58
SRR5946667_C465175	820	1723	47.59
SRR5935858_C368792	2036	4277	47.60
SRR5936197_C590165	12288	25771	47.68
SRR413686_C1132521	1612	3376	47.74
SRR5946767_C326468	566	1185	47.76
SRR5935982_C326931	958	2002	47.85
SRS024435_LANL_scaffold_32999	3724	7778	47.87
SRR5950673_C663058	10210	21322	47.88
SRS050752_LANL_scaffold_20736	5022	10484	47.90
SRR5950792_C372098	2077	4329	47.97
SRR5936113_C611008	1954	4067	48.04
SRR5950566_C523633	1765	3670	48.09
C3608696	603	1253	48.12
C4270022	2388	4957	48.17
SRR5946902_C387661	990	2055	48.17
SRR413720_C614911	10530	21844	48.20
SRR5936083_C522902	4550	9439	48.20
SRR5950503_C592097	804	1667	48.23
SRR5936127_C271617	6122	12684	48.26
SRR5946673_C167002	3088	6396	48.28
SRR5950746_C278843	1181	2446	48.28
SRR5950774_C333089	26194	54244	48.28
SRR5946979_C564132	1316	2725	48.29
SRR413671_C947809	2282	4721	48.33
SRR5946788_C579784	1222	2528	48.33
SRR5962884_C361546	2244	4638	48.38
SRS050925_LANL_scaffold_17174	1169	2416	48.38
SRR5946974_C238694	14104	29126	48.42
SRS019161_WUGC_scaffold_62155	20160	41634	48.42
SRR413667_C760052	2719	5610	48.46
SRR5946656_C599351	10785	22250	48.47
SRS022609_Baylor_scaffold_57879	21819	45000	48.48
SRS019582_WUGC_scaffold_16638	7793	16070	48.49
SRR5946776_C1071618	2578	5312	48.53
SRR5936115_C1037188	1559	3211	48.55
SRR5946936_C185997	2126	4374	48.60
SRR5950700_C795392	2241	4606	48.65
SRR5946906_C416153	6449	13235	48.72
C1827845	2838	5821	48.75
SRR5946903_C469760	2136	4381	48.75
SRR341720_C618896	1795	3681	48.76
SRR413610_scaffold6538	25444	52119	48.81
SRR5950685_C220094	23751	48659	48.81
SRS011302_Baylor_scaffold_18408	5263	10775	48.84
SRR5936200_C210437	15269	31255	48.85
SRR5946615_C367738	1176	2406	48.87
SRR5936160_C212145	3737	7636	48.93
SRR5936052_C419640	3440	7019	49.00
SRR5950608_C256979	13539	27629	49.00
SRR5946977_C171662	1863	3800	49.02
C2550248	1585	3232	49.04
C1939577	1425	2905	49.05
SRR5936209_C523114	809	1648	49.08
SRR5950579_C199822	14334	29192	49.10
SRR413603_scaffold29537	15297	31148	49.11
SRR5946829_C315849	2375	4836	49.11
SRS063985_LANL_scaffold_35215	58964	120049	49.11
SRR5946674_C203206	1343	2734	49.12
SRS017307_Baylor_scaffold_25643	11013	22404	49.15
SRR413770_C551646	30437	61889	49.17
SRR5950577_C535910	4333	8805	49.21
SRR5946839_C315040	15760	31998	49.25
SRR5946933_C294910	1923	3903	49.26
SRR5946687_C492098	608	1234	49.27
SRR5962887_C349771	7286	14787	49.27
SRS015133_WUGC_scaffold_23220	584	1185	49.28
SRS024435_LANL_scaffold_27143	12959	26292	49.28
SRR413715_C621876	1856	3760	49.36
SRR5947100_C438436	5550	11230	49.42
SRR413600_C663539	10925	22084	49.47
SRR5936193_C703197	1845	3727	49.50
SRR5947071_C475274	10261	20726	49.50
SRR5950585_C507413	4224	8530	49.51
SRR5936063_C493084	14377	29030	49.52
SRR341604_C298215	990	1998	49.54
SRS052697_LANL_scaffold_57149	1458	2943	49.54
SRR5962894_C418594	1608	3245	49.55
SRR5946783_C480255	3848	7764	49.56
SRS014459_WUGC_scaffold_20415	12884	25913	49.72
SRS011271_WUGC_scaffold_4208	3551	7137	49.75
SRS024331_LANL_scaffold_47411	997	2003	49.77
SRR341690_C360338	857	1720	49.82
SRR5946933_C296006	3575	7173	49.83
SRR413719_scaffold30853	31237	62633	49.87
SRR5935895_C556467	988	1981	49.87
SRR5936013_C763007	1635	3278	49.87
SRR341666_C588718	8580	17199	49.88
SRS015264_WUGC_scaffold_13311	30292	60725	49.88
SRS015578_WUGC_scaffold_20820	1169	2343	49.89
SRR5936090_C426339	18396	36788	50.00
SRR5950726_C349362	563	1126	50.00
SRR341596_scaffold48620	3315	6623	50.05
SRR341670_C1284188	1945	3880	50.12
SRR5936198_C280337	536	1069	50.14
SRR5946739_C471223	7202	14362	50.14
SRR5950639_C745729	4481	8936	50.14
SRR5946892_C411447	1399	2789	50.16
SRR5950586_C325747	916	1826	50.16
SRR5950497_C316355	2212	4403	50.23
SRR5947100_C438864	10305	20507	50.25
SRS016541_Baylor_scaffold_12166	4611	9173	50.26
SRS024265_LANL_scaffold_29936	1897	3772	50.29
C2736404	3225	6407	50.33
SRS011271_WUGC_scaffold_27661	2545	5046	50.43
SRS062427_LANL_scaffold_15837	11054	21914	50.44
SRS048164_WUGC_scaffold_28697	13549	26851	50.45
SRR5947070_C287449	3096	6135	50.46
SRS075404_LANL_scaffold_65536	9554	18933	50.46
SRR5935775_C339928	648	1282	50.54
SRS048870_WUGC_scaffold_52270	2209	4370	50.54
SRR413588_C631783	3586	7091	50.57
SRR5936045_C531349	1856	3670	50.57
SRS014287_WUGC_scaffold_21386	42473	83904	50.62
SRR5935949_C433117	1188	2346	50.63
SRR5947057_C431296	6365	12565	50.65
SRR413747_C670592	7682	15152	50.69
SRS011134_Baylor_scaffold_15736	665	1311	50.72
SRR5950725_C318506	995	1960	50.76
SRR5946825_C419357	5601	11030	50.77
SRR5950755_C455688	1048	2064	50.77
SRS064276_LANL_scaffold_53079	807	1588	50.81
SRR5946628_C474114	19967	39261	50.85
SRR5936014_C463940	1842	3620	50.88
SRS063985_LANL_scaffold_11584	19934	39173	50.88
SRR5936215_C546162	6961	13675	50.90
SRR413718_C764889	863	1694	50.94
SRS014613_WUGC_scaffold_3983	13687	26865	50.94
SRS043701_LANL_scaffold_27472	4486	8799	50.98
SRR5946666_C329571	4079	7999	50.99
SRS045004_LANL_scaffold_8106	2504	4908	51.01
SRR5935857_C524345	5713	11196	51.02
SRS049900_LANL_scaffold_781	2131	4167	51.13
SRR5946673_C167402	6677	13053	51.15
SRS057539_LANL_scaffold_61511	2811	5488	51.22
SRR413682_C671386	3625	7065	51.30
SRR5949419_C355005	5289	10309	51.30
SRR5946943_C348563	1017	1982	51.31
SRR5946995_C410325	2738	5334	51.33
SRS012273_Baylor_scaffold_36765	5270	10266	51.33
SRR5935782_C257567	1559	3036	51.35
C5535782	1194	2321	51.44
SRR413746_C654276	1746	3391	51.48
SRR5946758_C106176	9845	19120	51.49
SRR341708_C793049	10958	21273	51.51
SRS048164_WUGC_scaffold_7733	1377	2673	51.51
SRS019022_WUGC_scaffold_65844	3319	6442	51.52
SRR5946631_C485465	7019	13617	51.54
SRR5950488_C377132	32306	62634	51.57
SRS011239_Baylor_scaffold_9817	13346	25878	51.57
SRS015133_WUGC_scaffold_11156	2441	4732	51.58
SRR5946899_C705955	4110	7960	51.63
SRR413645_C449224	4961	9596	51.69
SRR5936030_C329959	5821	11259	51.70
SRR5936218_C191038	8302	16039	51.76
SRR5947006_C606266	4607	8880	51.88
SRR413676_C873810	13729	26453	51.89
SRR5950712_C411345	17839	34366	51.90
SRR5950770_C468774	3342	6435	51.93
SRR5935942_C779730	1906	3668	51.96
SRR5935761_C306664	6463	12429	51.99
SRS020328_Baylor_scaffold_38038	1824	3508	51.99
SRR5946811_C554809	3322	6381	52.06
SRR5946621_C518412	5840	11213	52.08
SRR5946688_C602585	4413	8469	52.10
SRS015217_WUGC_scaffold_11626	2889	5545	52.10
SRR5946859_C574092	7063	13534	52.18
SRR5946961_C413874	1910	3659	52.20
SRS024331_LANL_scaffold_47003	620	1187	52.23
SRS011239_Baylor_scaffold_8091	3768	7210	52.26
SRS054590_LANL_scaffold_1726	24460	46803	52.26
SRR5936072_C308699	3471	6639	52.28
SRR341637_C447739	5860	11205	52.29
SRR5946694_C425444	3208	6135	52.29
SRR5935808_C388455	4205	8039	52.30
SRR5946789_C403537	1798	3436	52.32
SRS044373_WUGC_scaffold_24244	24001	45840	52.35
SRR5950541_C533130	1011	1929	52.41
