Head_gene_symbol	Head_gene_breakpoint	Tail_gene_symbol	Tail_gene_breakpoint
HLA-A	29911319	HLA-C	31237742
HLA-B	31324988	HLA-F	29691434
HLA-C	31237762	HLA-B	31322904
HLA-C,HLA-B	31324988	HLA-A	29911044
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DRB1	32557612	HLA-DPB1	33048448
HLA-E	30457771	HLA-H	29855731
HLA-F	29691703	HLA-B	31238849
HLA-F	29691463	HLA-B	31324707
HLA-F	29693340	HLA-J	29976815
HLA-H	29856000	HLA-A	29910533
HLA-H	29858241	HLA-B	31322277
HLA-H	29856000	HLA-F	29691434
HLA-J	29977144	HLA-C	31236950
HLA-L	30227473	HLA-A	29910533
HLA-L	30227473	HLA-B	31323298
HLA-L	30229256	HLA-C	31237302
HLA-L	30227473	HLA-F	29691434
IDS	148582568	LOC100131434	148610904
IGSF3	117158702	GGT1	25005932
KIAA0754	39880149	MACF1	39888046
KSR1	25944454	LGALS9	25965289
LAMC2	183209526	LOC100130581	41453550
LDLRAP1	25894479	C22orf45	24825667
LOC100132247	22544947	PDXDC2P	70011417
LOC100286793	143744586	BC065231	145004780
LOC100288069	703964	LOC731275	243254868
LOC389634	8542866	TNFSF15	117551887
LOC402778	1769349	CTSD	1774763
LOC613037	30238630	PDXDC2P	70012015
LOC728855	149576699	BC065231	145004780
LOC731275	243245422	NCRNA00265	39807009
MAVS	3851553	CFI	110663647
MIA2	39722375	CTAGE5	39746138
NCOR1	15933514	KLHL2	166243184
NCOR2	124904503	EP400	132547082
NKX2-1	36988190	SFTA3	36960496
NPIPL1	29415808	LOC100132247	22535140
NPIPL1	29415808	LOC613037	30234349
NPIP	15044112	PDXDC2P	70011486
OSBP	59368792	SFTPB	85892894
PIK3CD	9788098	PILRB	99952766
PKD1	2153267	PKD1P1	16422508
PLEKHM1	43553089	PLEKHM1P	62818507
PMS2P3	75145043	PRKRIP1	102038067
PPP1R1C	182926169	ALG1L	125655741
PRKAA1	40764616	TTC33	40747121
PTAFR	28475135	SFTPB	85885807
RBAK	5087722	PMS2CL	6774936
RHOB	20647684	SFTPB	85892424
RPS15A	18796145	LMX1B	129460297
SCNN1A	6457235	TNFRSF1A	6443410
14-Sep	55863785	FLJ45340	128296564
SEPT7P2	45808616	PSPH	56078743
SFTA3	36960496	NKX2-1	36988190
SFTA3	36946176	TYK2	10490365
SFTPB	85885945	CLRN1	150645210
SFTPB	85892745	G6PD	153760478
SFTPB	85892745	LPIN3	39988808
SFTPB	85885818	PCSK5	78976107
SFTPB	85890477	PLXNB2	50724498
SFTPB	85892739	PTPRK	128505826
SFTPB	85893745	TNC	117822139
SFTPB	85892894	UBA1	47069447
SIDT2	117066631	TAGLN	117073718
SMG5	156219360	PAQR6	156216547
SPN	29681531	SFTPB	85885948
THEM4	151861849	OPA3	46051032
TIMM23	51606988	BMS1P4	75473090
TMSB10	85132793	AGAP1	236791028
TNFRSF1A	6443410	SCNN1A	6457237
ZDHHC11	850717	BRD9	878470
ZNF18	11898875	TPRKB	73959412
ZNF664	124488087	FAM120AOS	96209979
AD_1	10404	FGD4	32753343
AD_1	10404	SNX6	35030617
AD_1	10404	STK39	168810529
ADCK4	41197496	NUMBL	41192899
AK000470	3820040	LOC389906	3735575
AKR1C2	5049698	POLR2J4	44053192
ARHGAP27	43483449	SH3D20	43506989
ARPC4	9845697	TTLL3	9852305
BC018860	7426	STRF6	10472
BC110832,LOC728855	149576699	BC065231	145004780
C10orf46	120443082	PLA2G10	14766606
C19orf39	11486895	SFTPB	85885945
CDRT4	15343599	FAM18B2	15406412
CLK2	155239298	CLK2P	23625797
CTBS	85028940	GNG5	84967653
CYP2B7P1	41454958	MGC2752	59093879
cytochrome_b	15887	STK38L	27461271
IGLV1-44	22735711	IGLL5	23235959
IGLV1-36	22786798	IGLL5	23235959
ERBB2	37886514	GRB7	37896433
FGFR2	123357786	LRCH4	100175465
FLJ39739	147931979	BC065231	145004780
GPR39	133174520	LYPD1	133402670
HLA-A	29913036	HLA-B	31322277
HLA-C	31237743	HLA-B	31322442
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-E	30460539	HLA-C	31236936
HLA-H	29856000	HLA-B	31321648
HLA-H	29856266	HLA-C	31239104
HLA-L	30227473	HLA-A	29910533
HLA-L	30227473	HLA-B	31323298
JA040725	15887	TVAS5	1755
LOC100132247	22525241	NPIP,LOC339047	18451950
LOC100132247	22525241	NPIP,PKD1P1	16429717
LOC100286793	143744586	BC065231	145004780
LOC100288069	703993	LOC731275	243255343
LOC440434	36351936	DHX40P1	58094860
LOC644961	27652880	ACTG1	79477135
LOC96610	22677321	IGLL5	23235960
MAVS	3851549	CFI	110663651
MTND5	14148	TVAS5	1755
NAPSB	50837337	NAPSA	50862017
NKX2-1	36988190	SFTA3	36960496
NPIP	15044112	PDXDC2P	70011486
OK/SW-cl.16	9207	TVAS5	1755
PEX16	45932513	PPID	159630559
PIK3CD	9788098	PILRB	99952766
PMS2P3	75145043	PRKRIP1	102038067
POU2F1	167389543	TNFRSF1A	6440092
PRPF3	150305157	LOC349408	12924369
PTAFR	28475135	SFTPB	85885807
RNPC3	104076456	RPS6	19376265
S100A6	153507695	C15orf23	40682063
SCNN1A	6458571	LOC100134868	26001714
SCNN1A	6457235	TNFRSF1A	6443408
SFTA3	36946176	LOC147727	10764184
SFTA3	36960496	NKX2-1	36988673
SFTA3	36946176	TYK2	10490365
SFTPB	85885818	PCSK5	78976107
SLCO1B3	21054400	SLCO1B7	21168572
SMG5	156219358	PAQR6	156216545
SNX27	151669151	LOC678655	6559507
THEM4	151861849	OPA3	46051032
THUMPD3	9427607	GNL3L	54589101
TIMM23	51606988	BMS1P4	75473090
TNFRSF1A	6443410	SCNN1A	6457237
XKR8	28290204	RNF216L	5035106
ZNF557	7086515	TKT	53269190
ZNF664	124488087	FAM120AOS	96209979
abParts	90249395	abParts,Ig_kappa	89156708
AD_1	10404	TVAS5	1755
AK024248	119529876	LOC399744	38717073
ARPC4	9845697	TTLL3	9852305
C1orf186	206288105	PSORS1C3	31145676
CDRT4	15343599	FAM18B2	15406412
CTBS	85028940	GNG5	84967653
DHRS1	24761402	RABGGTA	24740514
IGLV1-47	22712605	IGLL5	23235959
IGLV1-40	22764609	IGLL5	23235959
IGLV3-21	23055680	IGLL5	23235960
IGLV2-14	23101698	IGLL5	23235960
ENSG00000218761	38184460	SELK	53920883
ERI2	20814992	ZNF737	20721147
FRG1B	29614261	LOC100132352	68726979
GNG5	84967653	CTBS	85028940
HLA-A	29910802	HLA-C	31236525
HLA-C	31239912	HLA-A	29910246
HLA-C	31237743	HLA-B	31322442
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-E	30457771	HLA-C	31236525
HLA-H	29855732	HLA-L	30227474
HLA-J,HLA-H	29974845	HLA-A	29911044
JA040725	15887	TVAS5	1755
LOC100288069	703964	LOC731275	243254868
LOC613037	30238630	PDXDC2P	70012015
LOC644961	27652880	ACTG1	79477135
LOC728855	149576699	BC065231	145004780
LOC731275	243265045	LOC399744	38717073
LOC731275	243245422	NCRNA00265	39807009
LOC96610	22677320	IGLL5	23235959
MICA	31380173	NOTCH4	32191657
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NPIP	15044112	PDXDC2P	70011486
PDXDC2P	70076905	LOC100132247	22535140
PDXDC2P	70076905	LOC613037	30234349
PDXDC2P	70076905	NPIPL3	29497000
PKD1	2153267	PKD1P1	16422508
PMS2P3	75145043	PRKRIP1	102038067
RRP7A	42912017	RRP7B	42973104
SCNN1A	6457893	TNFRSF1A	6443410
SIDT2	117066631	TAGLN	117073718
SRGAP2B	143916308	SRGAP2C	121107154
SRGAP2P2	143916307	SRGAP2	206557368
SRSF4	29508636	SNRNP40	31732414
SRSF4	29485886	SNRNP40	31744346
SRSF4	29485886	SNRNP40	31744346
SRSF4	29485885	SNRNP40	31744345
TIMM23B	51387763	LINC00843	51732772
TIMM23	51606988	BMS1P4	75473090
TLK2	60637486	LOC731275	243219615
TM2D1	62160369	TRMT5	61440368
TTTY15	14798535	USP9Y	14813939
UPK3B	76157198	POLR2J2	102277194
UPK3B	76157198	UPK3BL,POLR2J3	102178365
WHAMML1	23196291	LOC100288615	32820733
ZDHHC11	850717	BRD9	878470
ZNF664	124488087	FAM120AOS	96209979
abParts	90260249	Ig_kappa	89156708
AD_1	10404	TVAS5	1755
ARHGAP27	43483449	SH3D20	43506989
ARPC4	9845697	TTLL3	9852305
CDRT4	15343599	FAM18B2	15406412
IGLV1-47	22712605	IGLL5	23235959
IGLV1-44	22735711	IGLL5	23235959
IGLV1-40	22764609	IGLL5	23235959
IGLV1-36	22786798	IGLL5	23235959
IGLV3-21	23055680	IGLL5	23235960
IGLV2-14	23101695	IGLL5	23235963
FRG1B	29612100	FRG1	190861973
GNG5	84967653	CTBS	85028940
HLA-A	29910802	HLA-H	29855731
HLA-C	31237743	HLA-B	31322442
HLA-DPB1	33048711	HLA-DRB1,HLA-DRB6	32546546
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1	32557612	HLA-DPB1	33048448
HLA-F	29693339	HLA-J	29858040
HLA-H	29856000	HLA-B	31321648
HLA-L	30227473	HLA-A	29910533
HLA-L	30227473	HLA-B	31323298
HLA-L	30229256	HLA-C	31237302
HLA-L	30227473	HLA-F	29691434
IGKV	89197300	abParts,Ig_kappa	89156708
JA040725	15887	TVAS5	1755
JOSD1	39083320	C6orf132	42096410
KIAA0754	39880149	MACF1	39888046
LAMC2	183209526	LOC100130581	41453550
LDLRAP1	25894479	C22orf45	24825667
LOC100132247	22544947	PDXDC2P	70011417
LOC100288069	703964	LOC731275	243254868
LOC440434	36351940	DHX40P1	58096306
LOC613037	30238500	PDXDC2P	70011994
LOC728855	149576699	BC065231	145004780
METTL7A	51324509	FAM157A	197894547
MICA	31380173	NOTCH4	32191657
NAIP	70282272	OCLN	68830520
NCOR1	15933514	KLHL2	166243184
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NPIP	15044112	PDXDC2P	70011486
OCLN	68830521	NAIP	70275696
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PI4KAP1	20385808	PI4KA	21064279
PKD1	2153267	PKD1P1	16422508
PRPF3	150305157	LOC349408	12924369
SIDT2	117066631	TAGLN	117073718
SLC35E2B	1601103	SLC35E2	1666274
SMG5	156219358	PAQR6	156216545
SNX27	151669151	LOC678655	6559507
THEM4	151861849	OPA3	46051032
TIMM23B	51387763	LINC00843	51732772
TIMM23	51606988	BMS1P4	75473090
TM2D1	62160369	TRMT5	61440368
ZNF664	124488087	FAM120AOS	96209979
abParts	90249395	abParts,Ig_kappa	89156708
abParts	107283084	OK/SW-cl.16	7586
ANKRD36BP2	89104922	ANKRD36B	98122790
ARHGAP27	43483449	SH3D20	43506989
ATP10B	160212810	LOC285629	160362997
ATP10B	160212809	LOC285629	160362996
BC070061	80023100	HMGN3	79910961
C17orf46	43332585	MAP3K14	43344480
CATSPERB	92195823	TC2N	92246920
CDRT4	15343599	FAM18B2	15406412
CLK2	155239298	CLK2P	23625797
COL21A1	56047453	RNU6-71P	56183466
cytochrome_b	15887	abParts	89156873
ENO1	8923952	EDARADD	236647530
IGLV1-47	22712605	IGLL5	23235959
IGLV1-44	22735711	IGLL5	23235959
IGLV1-40	22764609	IGLL5	23235959
IGLV1-36	22786798	IGLL5	23235959
IGLV3-21	23055680	IGLL5	23235960
IGLV2-14	23101695	IGLL5	23235960
ERI2	20814992	ZNF737	20721147
ERICH1	642611	NCOA2	71033536
FLJ39739	147931979	BC065231	145004780
FRG1B	29612100	FRG1	190861973
FRG1B	29614261	LOC100132352	68726979
HLA-A	29913036	HLA-B	31322277
HLA-A	29910802	HLA-C	31236525
HLA-A	29910534	HLA-C	31239776
HLA-B	31324988	HLA-F	29691434
HLA-C	31239122	HLA-A	29911044
HLA-C	31237302	HLA-B	31322884
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DQA2	32713183	HLA-DQA1	32609086
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1,HLA-DRB6	32552154	HLA-DQB2	32723874
HLA-H	29856000	HLA-A	29910533
HLA-H	29856000	HLA-B	31321648
HLA-H	29858241	HLA-B	31322277
HLA-H	29856000	HLA-F	29691434
HLA-H	29855732	HLA-L	30227474
HLA-J	29977144	HLA-C	31236950
HLA-L	30227473	HLA-B	31323298
HLA-L	30227474	HLA-B	31324662
HLA-L	30227473	HLA-F	29691434
KIAA0754	39880149	MACF1	39888046
KSR1	25944454	LGALS9	25965289
LDLRAP1	25894479	C22orf45	24825667
LOC100129269	112150835	WDR66	122437622
LOC100286793	143744586	BC065231	145004780
LOC728855	149576699	BC065231	145004780
LOC731275	243245422	NCRNA00265	39807009
LOC96610	22677321	IGLL5	23235960
LOC96610	22677019	MIR650	23165360
LYZ	69747545	NDUFA3	54610118
MIA2	39722375	CTAGE5	39746138
NBPF9,BC073801	144598779	NBPF24	146032541
NCOR2	124904503	EP400	132547085
NOS1AP	162336994	C1orf226	162351681
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NPIP	15044112	PDXDC2P	70011486
OTUD6B	92097062	LRRC69	92114447
PDXDC2P	70076905	LOC613037	30234349
PDXDC2P	70076905	NPIPL3	29497000
PKD1	2153267	PKD1P1	16422508
PMS2P3	75145043	PRKRIP1	102038067
PRDX1	45984726	IRF1	131817944
PRKAA1	40764616	TTC33	40747121
RB1	48955578	RP11-100L22.2	93712216
RNF6	26795971	FOXO1	41192773
RPL41	56510430	RBFOX2	36236239
SEPT7P2	45808616	PSPH	56078743
SLC35A3	100483371	HIAT1	100515465
SLC35E2B	1601103	SLC35E2	1666274
TCRB	142001247	TCRVB	142495140
THEM4	151861849	OPA3	46051032
TIMM23	51606988	BMS1P4	75473090
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC100288069	700244
TLK2	60637486	LOC731275	243219615
TTTY15	14798535	USP9Y	14813939
WHAMML1	23196291	LOC100288615	32820733
WHAMML1	23196162	WHAMM	83491852
ZNF664	124488087	FAM120AOS	96209979
AK024248	119529876	LOC399744	38717073
ARHGAP27	43483449	SH3D20	43506989
ARPC4	9845697	TTLL3	9852305
AXIN1	348046	SFTPB	85892894
C17orf46	43332585	MAP3K14	43344480
CDRT4	15343599	FAM18B2	15406412
CTSD	1774762	IFITM10	1769348
DAZAP1	1434868	SFTPB	85892871
IGLV2-14	23101695	IGLL5	23235960
ERI2	20814992	ZNF737	20721147
GNG5	84967653	CTBS	85028940
HLA-A	29913058	HLA-B	31322073
HLA-A	29910802	HLA-C	31236525
HLA-A	29910534	HLA-C	31239776
HLA-C	31239912	HLA-A	29910246
HLA-C	31237302	HLA-B	31322884
HLA-DQA2	32713183	HLA-DQA1	32609086
HLA-DQB1	32634465	HLA-DPB1	33048448
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1,HLA-DRB6	32552154	HLA-DQB2	32723874
HLA-E	30460539	HLA-C	31236936
HLA-H	29855732	HLA-L	30227474
HLA-L	30229410	HLA-C	31237815
HLA-L	30227473	HLA-C,HLA-B	31236525
HLA-L	30227860	HLA-H	29855731
KIAA0754	39880149	MACF1	39888046
LAMC2	183209526	LOC100130581	41453550
LDLRAP1	25894479	C22orf45	24825667
LOC402778	1769349	CTSD	1774763
LOC440434	36351940	DHX40P1	58096306
LOC645513	120381396	PSPH	56078743
LOC728875	144521008	BC065231	145004780
LOC731275	243265045	LOC399744	38717073
LYZ	69747545	NDUFA3	54610118
NAPSB	50840274	NAPSA	50864397
NDUFA3	54610118	PNMA2	26363247
NPIP	15044112	PDXDC2P	70011486
OASL	121458236	SFTPB	85885945
PI4KAP1	20385808	PI4KA	21064279
PIK3CD	9788098	PILRB	99952766
PKD1P1	16427741	LOC613037	30246900
PKD1P1	16427741	PDXDC2P	70020412
PKD1	2152951	PKD1P1	16422529
PLEKHM1	43553068	PLEKHM1P	62818486
PMS2P3	75145043	PRKRIP1	102038067
PRPF3	150305157	LOC349408	12924369
PTAFR	28475135	SFTPB	85885807
RHBDL2	39353635	GJA9	39341865
RHBDL2	39353635	MYCBP	39341865
RPL41	56510430	RBFOX2	36236239
RRP7A	42912017	RRP7B	42973104
S100A6	153508434	SH2B1	28877364
SCNN1A	6457894	TNFRSF1A	6451192
SEPT7P2	45808616	CO9	55840871
SEPT7P2	45808616	PSPH	56078743
SEPT7P2	45808259	PSPH	56088924
SFTA3	36960496	NKX2-1	36988673
SFTPB	85888601	CD74	149792247
SFTPB	85888601	DPP7	140006422
SFTPB	85889163	MYO10	16670970
SFTPB	85888577	SNRPC	34741340
SFTPB	85889169	ST3GAL1	134468085
SLC35E2B	1601103	SLC35E2	1666274
SPINT2	38781215	C19orf33	38795015
SUDS3	118825300	RP11-1252I4.2	177398635
TIMM23	51606988	BMS1P4	75473090
TM2D1	62160369	TRMT5	61440368
TNFRSF1A	6443410	SCNN1A	6457893
TPT1	45914859	FLJ44635	71379785
TPT1	45915186	LPIN1	11925141
UPK3B	76157198	POLR2J2	102277194
UPK3B	76157198	UPK3BL,POLR2J3	102178365
VPS45	150082742	PLEKHO1	150123102
WHAMML1	23196162	WHAMM	83491852
XPO1	61761038	PPID	159630559
ZNF664	124488087	FAM120AOS	96209979
ZNF783	148975618	LOC155060	148984656
A2M	9225467	PZP	9307212
ADH1B	100242471	ADH1C	100269003
ADSL	40762503	SGSM3	40796701
ARHGAP27	43483449	SH3D20	43506989
ARIH2	48964895	HAVCR2	156513534
ARPC4	9845697	TTLL3	9852305
BC089413	22380935	abParts,IGLL5	23237554
BC110832,LOC728855	149576699	BC065231	145004780
C1orf186	206288105	PSORS1C3	31145676
C1orf198	230975285	A2M	9248152
CD74	149786515	INTS1	1539885
CDRT4	15343599	FAM18B2	15406412
CES1P1	55794605	CES1	55862883
CTBS	85028940	GNG5	84967653
cytochrome_b	15887	abParts	105994255
EIF4G2	10822534	GLIPR2	36163206
IGLV1-47	22712607	IGLL5	23235958
IGLV3-21	23055680	IGLL5	23235960
IGLV2-14	23101695	IGLL5	23235960
RP11-368D24__A.1	64808947	MSN	64936679
ERI2	20814992	ZNF737	20721147
FLJ39739	147931979	BC065231	145004780
FRG1B	29614261	LOC100132352	68726979
GGT3P	18761795	IGJ	71527819
GNG5	84967653	CTBS	85028940
HLA-A	29910802	HLA-H	29855731
HLA-B	31324988	HLA-F	29691434
HLA-C	31237302	HLA-B	31322884
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DQA2	32713183	HLA-DQA1	32609086
HLA-DQB1	32634465	HLA-DPB1	33048448
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1	32557612	HLA-DPB1	33048448
HLA-DRB1,HLA-DRB6	32552154	HLA-DQB2	32723874
HLA-F	29693819	HLA-J	29977096
HLA-H	29856000	HLA-F	29691434
HLA-H	29855732	HLA-L	30227474
HLA-L	30227473	HLA-A	29910533
HLA-L	30227466	HLA-C	31239783
HLA-L	30227473	HLA-F	29691434
HSD17B12	43877445	LOC100272146	45502552
KIAA0754	39880149	MACF1	39888046
LILRB3	54724055	LILRA6	54743808
LOC100132247	22544947	PDXDC2P	70011417
LOC100286793	143744586	BC065231	145004780
LOC402778	1769349	CTSD	1775033
LOC440434	36351940	DHX40P1	58096306
LOC653513	144679969	PDE4DIP	144994591
LOC731275	243223721	FLJ45340	128288846
LOC731275	243245422	NCRNA00265	39807009
NAIP	70282272	OCLN	68830520
NBPF15	148558286	LIMD1	45721826
NCOR2	124904503	EP400	132547082
NPIP	15044112	PDXDC2P	70011486
OCLN	68830521	NAIP	70275696
PECAM1	62399621	ZBTB38	141161231
PKD1	2152951	PKD1P1	16422529
PLEKHM1	43553068	PLEKHM1P	62818486
PMS2P3	75145043	PRKRIP1	102038067
PRKAA1	40764616	TTC33	40747121
RIMKLA	42883542	C5AR1	47824802
RRP7A	42912017	RRP7B	42973104
SEPT7P2	45808259	PSPH	56088924
SFTA3	36960496	NKX2-1	36988673
SIDT2	117066631	TAGLN	117073718
SIDT2	117066631	TAGLN	117073718
SLC35E2B	1601103	SLC35E2	1666274
SRGAP2B	143916308	SRGAP2C	121107154
SRGAP2P2	143916307	SRGAP2	206566045
TFPI	188368497	NCRNA00247	85925480
THUMPD3	9427607	GNL3L	54589101
TIMM23	51606988	BMS1P4	75473090
TLK2	60637486	AX747598	90195030
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC100288069	700244
TLK2	60637486	LOC731275	243219615
TM2D1	62160369	TRMT5	61440368
TPSB2	1280184	TPSD1	1306824
VPS13C	62157800	IL6ST	55235969
WHAMML1	23196291	LOC100288615	32820733
WHAMML1	23196162	WHAMM	83491852
XPO1	61761038	PPID	159630559
ZNF664	124488087	FAM120AOS	96209979
abParts	90249395	Ig_kappa	89156708
ACTA1	229567468	ACTG1	79477859
ADCK4	41197497	NUMBL	41192900
AK000470	3820040	LOC389906	3735575
ARHGAP27	43483449	SH3D20	43506989
ARPC4	9845697	TTLL3	9852305
BC070061	80023100	HMGN3	79910961
BC110832,LOC728855	149576699	BC065231	145004780
C12orf49	117153729	SFTPB	85894905
C17orf46	43332585	MAP3K14	43344480
CAPN8	223810602	SCAI	127713659
CATSPERB	92195823	TC2N	92246920
CDRT4	15341517	FAM18B2	15406412
CIRBP	1274439	C19orf24	1277184
CIRBP	1274439	C19ORF24	1277184
CTBS	85028940	GNG5	84967653
CYP2B6	41510067	CYP2B7P1	41442001
CYP2B7P1	41450757	IRGQ	44093725
CYP2B7P1	41454958	MGC2752	59093879
DAK	61109380	SFTPB	85892745
ENO1	8923302	EDARADD	236647633
IGLV1-47	22712605	IGLL5	23235959
IGLV1-40	22764609	IGLL5	23235959
IGLV2-14	23101695	IGLL5	23235960
EP300	41513824	CDH18	20045474
ERI2	20814992	ZNF737	20721147
FARSB	223507724	TRIM61	165890630
FLJ39739	147931979	BC065231	145004780
FRG1B	29614261	LOC100132352	68726979
GPR37L1	202098158	FAM120AOS	96212761
H3F3C	31944988	H3F3B	73775141
HLA-A	29910802	HLA-C	31236525
HLA-A	29910534	HLA-C	31239776
HLA-B	31324988	HLA-F	29691434
HLA-C	31237136	HLA-B	31322278
HLA-C,HLA-B	31324988	HLA-A	29911044
HLA-DQA2	32713183	HLA-DQA1	32609086
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1	32557612	HLA-DPB1	33048448
HLA-H	29856519	HLA-C	31238262
HLA-H	29855732	HLA-L	30227474
HLA-L	30229410	HLA-C	31237815
KRT16P3	20405076	KRT14	39739487
LOC100286793	143744586	BC065231	145004780
LOC100288069	703993	LOC731275	243255343
LOC402778	1769349	CTSD	1775033
LOC440434	36351940	DHX40P1	58096306
LOC613037	30238630	PDXDC2P	70012015
LOC96610	22677321	IGLL5	23235960
LYZ	69747545	NDUFA3	54610118
MBD6	57923869	SFTPB	85892739
MGEA5	103545328	SFTPB	85894240
MGRN1	4740518	SFTPB	85892474
NAIP	70282272	OCLN	68830520
NAPSA	50868836	SFTPB	85895266
NAPSB	50839788	NAPSA	50864222
NBPF9,BC073801	144598779	NBPF24	146032541
NCOR2	124904503	EP400	132547082
NDUFA3	54610118	PNMA2	26363247
NKX2-1	36988190	SFTA3	36960496
NOS1AP	162336994	C1orf226	162351681
NPIP	15044112	PDXDC2P	70011486
NXF1	62566610	SFTPB	85888628
OASL	121458236	SFTPB	85885945
OCLN	68830521	NAIP	70275696
PKD1	2152951	PKD1P1	16422529
PLEKHM1	43553068	PLEKHM1P	62818486
PMS2P3	75145043	PRKRIP1	102038067
PRKD2	47181722	SFTPB	85894274
PRPF3	150305157	LOC349408	12924369
PTAFR	28475135	SFTPB	85885807
RBAK	5087722	PMS2CL	6774936
RRP7A	42912017	RRP7B	42973104
SCNN1A	6457893	TNFRSF1A	6443410
SEPT7P2	45808259	PSPH	56088924
SFTA3	36960496	NKX2-1	36988190
SFTPB	85890499	CXorf40B	149101884
SFTPB	85890799	DCUN1D4	52781036
SFTPB	85889169	FKBP9	33014309
SFTPB	85893827	PCIF1	44574949
SFTPB	85890950	PLXNB3	153039956
SFTPB	85890944	RPL10A	35438025
SFTPB	85894240	RPS6KA2	166912119
SFTPB	85890499	USP11	47107535
SIDT2	117066631	TAGLN	117073718
SIDT2	117066631	TAGLN	117073718
SLC25A15	41384437	LASS4	8315960
SNX27	151669151	LOC678655	6559507
SYNPO2L	75407098	MYOZ1	75401270
TFAMP1	1655699	C5	123768197
TFPI	188368497	NCRNA00247	85925480
THEM4	151861849	OPA3	46051032
THUMPD3	9427607	GNL3L	54589101
TIMM23	51606988	BMS1P4	75473090
TLK2	60637486	AL137655	141452
TLK2	60637486	AX747598	90195030
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC100288069	700244
TLK2	60637486	LOC731275	243219615
TM9SF2	100215112	SFTPB	85892888
TRIM2	154249822	MND1	154271216
TRIM2	154249822	MND1	154271216
WHAMML1	23196291	LOC100288615	32820733
WHAMML1	23196162	WHAMM	83491852
ZNF18	11898875	TPRKB	73959412
ZNF281	200378284	SFTPB	85888636
ZNF557	7086515	TKT	53269190
ZNF664	124488087	FAM120AOS	96209979
A2M	9222361	PZP	9304221
abParts	90154259	Ig_kappa	89156708
ACTG1	79479156	ACTBL2	56778395
AD_1	10404	MKNK2	2037469
AD_1	10404	TVAS5	1755
AKAP13	86290605	LYPLA1	54958960
ANKRD36BP2	89104922	ANKRD36B	98122790
ARAP3	141044517	HLA-DQB1	32629747
ARID5B	63851037	ATP13A3	194126845
ATP5G1	46973137	SEMA3B	50314233
AX748042,TCRBV14S1	142423933	TCRVB	142498724
BC110832,LOC728855	149576699	BC065231	145004780
C1R	7241216	RPRD1A	33570477
CCDC85A	56420465	HNRNPA2B1	26232180
CD63	56119666	PIGU	33148642
CD63	56120952	SGK1	134493376
CD74	149784671	TACC1	38707691
CLSTN1	9790742	GAS2L2	34072009
COL1A1	48262180	MAGEA12	151900511
CTBS	85028940	GNG5	84967653
CTSD	1782547	CHMP4B	32436406
CTSD	1780305	KIF1A	241658516
cytochrome_b	15887	abParts	105994255
DAPL1	159672230	HLA-C	31237272
ENO1	8923952	EDARADD	236647530
FGFR2	123357786	LRCH4	100175465
FLJ39739	147931979	BC065231	145004780
GDPD3	30124354	CD74	149784662
GNG5	84967653	CTBS	85028940
HLA-A	29910550	HLA-C	31239630
HLA-A	29910802	HLA-H	29855731
HLA-C	31237743	HLA-B	31322442
HLA-DQA2	32713183	HLA-DQA1	32609086
HLA-DQB1	32634465	HLA-DQB2	32723874
HLA-DRB1	32557612	HLA-DQB1	32627240
HLA-E	30460539	HLA-C	31236936
HLA-E	30457771	HLA-H	29855731
HLA-F	29691703	HLA-H	29855731
HLA-H	29856519	HLA-B	31323369
HLA-H	29856000	HLA-E	30457502
IFI27	94577134	ADCYAP1R1	31150365
IGKV	89197300	Ig_kappa	89156708
IGLL5	23235965	BAG6	31608569
IGVK-A2	89987079	Ig_kappa	89156708
JA040725	15887	TVAS5	1755
KDM5A	432880	PDXDC1	15130323
LAMB3	209811326	OSBPL11	125282576
LAMC2	183209526	LOC100130581	41453550
LAPTM5	31215368	GRID2IP	6536784
LIF	30637442	HLA-C	31237762
LOC100233209	47603234	PM20D2	89873348
LOC100286793	143744586	BC065231	145004780
LOC644961	27652880	ACTG1	79477135
LOC96610	22677019	MIR650	23165360
LTF	46484958	DEF6	35289099
MAVS	3851553	CFI	110663647
MCL1	150548888	SLC4A1	42337847
MIA2	39722375	CTAGE5	39746138
MMP14	23315916	LAMA2	129619001
MTAP	21802948	LOC100507412	121604
MUC16	8959649	HLA-B	31322286
MUC16	8959649	HLA-C	31237145
